,candidate_campaign_links
671,https://www.jodeyarrington.com/
672,https://www.facebook.com/JodeyArringtonTX19
673,https://www.twitter.com/JodeyArrington
674,https://www.instagram.com/jodeyarrington/
675,https://www.facebook.com/jodey.arrington.5
676,https://www.linkedin.com/in/jodeyarrington/
677,candidate-Joaquin Castro
678,https://castro.house.gov/
679,https://www.facebook.com/JoaquinCastroTX/
680,https://www.twitter.com/JoaquinCastrotx
681,https://www.instagram.com/joaquincastrotx/
682,https://www.youtube.com/user/JoaquinCastroTX
683,https://castroforcongress.com/
684,https://www.facebook.com/JoaquinCastro4Congress
685,https://www.twitter.com/Castro4Congress
686,https://www.facebook.com/joaquin.castro.142
687,https://www.linkedin.com/in/joaquin-castro-2626ab51/
688,candidate-Kyle Sinclair
689,https://kylefor20.com/
690,https://www.facebook.com/kylefor20
691,https://www.twitter.com/kylefor20
692,https://www.instagram.com/kylefor20/
693,https://www.facebook.com/kyle.sinclair2
694,https://www.twitter.com/sinclairkyle1
695,https://www.linkedin.com/in/kylesinclair2010/
696,candidate-Mark Murray
697,candidate-Michael Stevens
698,candidate-David Anderson
699,https://www.davidandersonforcongress.com/
700,https://www.facebook.com/DLAndersonJrTX
701,https://www.twitter.com/DLAndersonJrTX
702,https://www.instagram.com/dlandersonjrtx/
703,candidate-Coy Branscum
704,https://coybranscum.com
705,https://www.facebook.com/coybranscum/
706,https://www.twitter.com/coybranscum
707,https://www.instagram.com/coybranscum
708,https://www.facebook.com/profile.php?id=100073934508922
709,https://www.linkedin.com/in/cgbranscum/
710,candidate-Cherif Gacis
711,https://www.cherif4congress.com/
712,https://www.facebook.com/Cherif4Congress
713,https://www.twitter.com/cherif4congress
714,https://www.instagram.com/cherif4congress
715,https://www.facebook.com/cgacis1
716,candidate-Scott Sturm
717,https://www.sturm4congress.com
718,https://www.facebook.com/SturmNextTerm
719,https://www.twitter.com/SturmNextTerm
720,https://www.youtube.com/channel/UCle5_llZ6IQTEHgW91AOlKw
721,candidate-Ricardo Villarreal
722,https://www.votericardovillarreal.com/
723,https://www.facebook.com/RicardoVillarrealTX21/
724,https://www.twitter.com/RVillarrealTX21
725,https://www.linkedin.com/in/drricardovillarreal/
726,candidate-Claudia Zapata
727,https://www.ConClaudia.com
728,https://www.facebook.com/PoderConClaudia
729,https://www.twitter.com/PoderConClaudia
730,https://www.instagram.com/PoderConClaudia
731,candidate-Chip Roy
732,https://roy.house.gov/
733,https://www.facebook.com/RepChipRoyPress
734,https://www.twitter.com/RepChipRoy
735,https://chiproy.com/
736,https://www.facebook.com/ChipRoyforCongress/
737,https://www.twitter.com/chiproytx
738,https://www.instagram.com/chiproytx/
739,https://www.youtube.com/channel/UCUp3Bj2EEnGlBuaUuXWgrpg
740,candidate-Michael French
741,https://www.french4congress.us
742,https://www.facebook.com/French4Congress
743,candidate-Robert Lowry
744,http://votelowry.com/
745,https://www.facebook.com/drrobertlowry
746,https://www.twitter.com/DrRobertLowry
747,candidate-Dana Zavorka
748,https://www.facebook.com/profile.php?id=100075712974297
749,https://www.facebook.com/profile.php?id=100075000604306
750,candidate-Jim Squires
751,https://www.squiresforcongress.com
752,https://www.facebook.com/squiresforcongress2022/
753,https://www.twitter.com/Squires2022
754,https://www.instagram.com/squires2022/
755,https://www.facebook.com/jim.squires27
756,candidate-Jamie Jordan
757,candidate-Matthew Berg
758,https://www.twitter.com/mattberg4texas
759,https://www.facebook.com/matticeberg
760,candidate-Jim Squires
761,https://www.squiresforcongress.com
762,https://www.facebook.com/squiresforcongress2022/
763,https://www.twitter.com/Squires2022
764,https://www.instagram.com/squires2022/
765,https://www.facebook.com/jim.squires27
766,candidate-Angel Vega
767,https://www.angelvega.com
768,https://www.facebook.com/AngelLuisVega
769,https://www.twitter.com/AngelLuisVega
770,https://www.instagram.com/anluisvega/
771,https://www.youtube.com/channel/UCRb_WwQaxok3OrrBueUaDDQ
772,candidate-Troy Nehls
773,https://ballotpedia.org/Help:Report_an_error
774,https://nehls.house.gov/
775,https://www.facebook.com/RepTroyNehls
776,https://www.twitter.com/RepTroyNehls
777,https://www.youtube.com/channel/UCf4v1ZzngfbZ-Ow9EiagaOA
778,https://www.nehlsforcongress.com/
779,https://www.facebook.com/SheriffTNehls
780,https://www.twitter.com/SheriffTNehls
781,https://www.instagram.com/troynehlstx/
782,https://www.linkedin.com/in/troy-e-nehls-909474116/
783,candidate-Gregory Thorne
784,https://www.gjt2022.com
785,https://www.facebook.com/gjt2022
786,https://www.twitter.com/gjt2022
787,https://www.facebook.com/greg.thorne.9
788,candidate-Joseph Leblanc
789,candidate-Priscilla Golden
790,candidate-John Lira
791,https://liraforcongress.com/
792,https://www.facebook.com/liraforcongress/
793,https://www.twitter.com/LiraForCongress
794,https://www.youtube.com/channel/UCRiNsbVJqTikoIq0AKdfgoA
795,https://www.linkedin.com/in/johnjlira/
796,candidate-Tony Gonzales
797,https://gonzales.house.gov/
798,https://www.facebook.com/RepTonyGonzales/
799,https://www.twitter.com/RepTonyGonzales
800,https://www.instagram.com/reptonygonzales/
801,https://www.youtube.com/channel/UCig5n4Otr-enqpM8OSJ8FGA
802,https://tonygonzalesforcongress.com/
803,https://www.facebook.com/TonyGonzalesForCongress
804,https://www.twitter.com/TonyGonzales4TX
805,https://www.youtube.com/channel/UCAuRovyQwaNVb8XFmd9HX4w
806,candidate-Alma Arredondo-Lynch
807,https://www.facebook.com/Dralmaforcongress
808,https://www.twitter.com/arredondo_lynch
809,https://www.facebook.com/alma.arredondolynch.9
810,https://www.linkedin.com/in/alma-g-arredondo-lynch-dds-121903113/
811,candidate-Alia Garcia-Ureste
812,https://electalia.com/
813,https://www.facebook.com/Alia4USCongress/
814,https://www.twitter.com/Alia4USCongress
815,https://www.youtube.com/channel/UC5Wj4BK7fuioISjIVoP8UUQ
816,https://www.facebook.com/profile.php?id=100058055799976
817,candidate-Kathy Fragnoli
818,https://kathy4congress.com
819,https://www.facebook.com/Kathy4Congress/
820,https://www.twitter.com/Kathy4Congress
821,https://www.instagram.com/kathy4congress
822,candidate-Derrik Gay
823,https://derrikgay.com/
824,https://www.facebook.com/DerrikGayForCongress
825,https://www.twitter.com/derrikgay
826,https://www.instagram.com/derrikgay
827,https://www.facebook.com/derriktg
828,https://www.linkedin.com/in/derrikgay/
829,candidate-Jan McDowell
830,https://www.JanMcDowell.com
831,https://www.facebook.com/JanMcDowellDemocrat/
832,https://www.twitter.com/JanForCongress
833,https://www.instagram.com/JanMcDowellForCongress
834,https://www.facebook.com/jan.mcdowell.96
835,https://www.linkedin.com/in/janmcdowell/
836,candidate-Michelle Beckley
837,https://house.texas.gov/members/member-page/?district=65
838,https://www.michellebeckley.com/
839,https://www.facebook.com/MichelleBeckleyTexas
840,https://www.twitter.com/BeckleyforTX
841,https://www.instagram.com/michellebeckleyfortexas/
842,https://www.youtube.com/michellebeckley
843,https://www.facebook.com/michelle.beckley
844,https://www.linkedin.com/in/michelle-beckley-3b41b4161/
845,candidate-Beth Van Duyne
846,https://ballotpedia.org/Help:Report_an_error
847,https://vanduyne.house.gov/
848,https://www.facebook.com/RepBethVanDuyne
849,https://www.twitter.com/RepBethVanDuyne
850,https://www.instagram.com/repbethvanduyne/
851,https://www.youtube.com/channel/UC891KwZoimDB36IzK1or_VA
852,https://bethfortexas.com/
853,https://www.facebook.com/BethVanDuyneTX
854,https://www.instagram.com/bethvanduynetx/
855,https://www.facebook.com/beth.vanduyne
856,https://www.linkedin.com/in/beth-van-duyne-60462a9/
857,candidate-Nate Weymouth
858,candidate-Roger Williams
859,https://williams.house.gov/
860,https://www.facebook.com/RepRogerWilliams/
861,https://www.twitter.com/RepRWilliams
862,https://www.instagram.com/reprwilliams/
863,https://www.youtube.com/channel/UCBtfmMMQarjtLB9U_pWMOhw
864,https://www.rogerforcongress.com/
865,https://www.facebook.com/rogerwilliamstx
866,https://www.twitter.com/RogerWilliamsTX
867,candidate-Tyler Smith
868,https://www.facebook.com/TylerSmith4Congress
869,https://www.twitter.com/TylerCongress
870,candidate-Michael C. Burgess
871,https://burgess.house.gov/
872,https://www.twitter.com/michaelcburgess
873,https://www.instagram.com/repmichaelburgess/
874,https://www.youtube.com/user/MichaelCBurgessMD/about
875,https://burgessforcongress.org/
876,https://www.facebook.com/DrBurgessTX
877,https://www.facebook.com/michaelcburgess/
878,candidate-Brian Brazeal
879,candidate-Vincent Gallo
880,https://galloforcongress.com
881,https://www.facebook.com/GalloforCongress
882,https://www.youtube.com/channel/UCwQ8E1mVEelLAX831z3is7w
883,https://www.facebook.com/profile.php?id=100075281108607
884,candidate-Raven Harrison
885,https://ravenharrison.com/
886,https://www.facebook.com/Raven-Harrison-4-Congress-R-TX-26-106379501844556/
887,https://www.twitter.com/raven4congress
888,https://www.instagram.com/raven4congress/
889,https://www.youtube.com/channel/UCIc2jXp-8Z3lMwB7hhPUFSw
890,candidate-Isaac Smith
891,https://www.isaacsmithforcongress.com
892,https://www.facebook.com/friendsofisaacsmith
893,https://www.youtube.com/channel/UCPTusndS1ZWdZy8l9-7yp3A/
894,https://www.linkedin.com/in/hdris/
895,candidate-Craig Walker
896,http://elect-craig.com/
897,candidate-Mike Kolls
898,http://tx24.us
899,candidate-Victor Melgoza
900,candidate-Maclovio Perez Jr.
901,https://maclovioforamerica.com/
902,https://www.facebook.com/Maclovio-Perez-for-US-Congress-District-27-103854165500831/
903,https://www.facebook.com/macloviop
904,https://www.linkedin.com/in/maclovio-perez-jr-40161912/
905,candidate-Anthony Tristan
906,https://tristanforcongress.com/
907,https://www.facebook.com/tristanforcongress/
908,https://www.twitter.com/anthonyjtristan
909,https://www.linkedin.com/in/anthony-james-tristan-41a62797/
910,candidate-Michael Cloud
911,https://cloud.house.gov/
912,https://www.facebook.com/RepCloudTX/
913,https://www.twitter.com/RepCloudTX
914,https://www.instagram.com/repcloudtx/
915,https://www.youtube.com/channel/UCv_kM3OZukHS0rjWpw_JMWg
916,https://www.cloudforcongress.com/
917,https://www.facebook.com/CloudforCongress
918,https://www.twitter.com/MichaelJCloud
919,https://www.instagram.com/michaeljcloud/
920,https://www.linkedin.com/in/michaeljcloud/
921,candidate-Andrew Alvarez
922,https://aaforcongress.com
923,https://www.facebook.com/andrewalvareztx
924,https://www.twitter.com/andrewalvareztx
925,https://www.instagram.com/aaforcongress/
926,candidate-A.J. Louderback
927,https://louderbackforcongress.com/
928,https://www.facebook.com/AndyLouderback
929,https://www.twitter.com/louderbackaj
930,https://www.facebook.com/aj.louderback.1
931,https://www.linkedin.com/in/aj-louderback-b8bb4812a/
932,candidate-Chris Mapp
933,https://mappforcongress27.com/
934,https://www.facebook.com/ckmapp/
935,https://www.twitter.com/ckmapp
936,https://www.instagram.com/ckmapp/
937,https://www.facebook.com/chris.mapp.52687
938,https://www.linkedin.com/in/chris-mapp-baa8ba141/
939,candidate-Eric Mireles
940,https://www.ericmirelesforcongress.com/
941,https://www.facebook.com/eric.mireles.524
942,candidate-Henry Cuellar
943,https://cuellar.house.gov/
944,https://www.facebook.com/repcuellar/
945,https://www.twitter.com/RepCuellar
946,https://www.instagram.com/repcuellar/
947,https://www.youtube.com/user/henrycuellar
948,https://www.henrycuellar.com/
949,https://www.facebook.com/cuellarcampaign
950,https://www.twitter.com/CuellarCampaign
951,https://www.instagram.com/cuellarcampaign/
952,https://www.linkedin.com/in/henry-cuellar-45492a148/
953,candidate-Tannya Benavides
954,https://www.tannyafortexas.com
955,https://www.facebook.com/tannyafortexas
956,https://www.twitter.com/TannyaForTexas
957,https://www.instagram.com/tannyafortexas/
958,https://www.youtube.com/channel/UCW2pfAPS58p-10sXRULVYqg
959,https://www.facebook.com/tannya.benavides
960,https://www.twitter.com/tannyabenavides
961,https://www.linkedin.com/in/tannya-benavides-m-s-ed-188689120
962,candidate-Jessica Cisneros
963,https://jessicacisnerosforcongress.com/home/
964,https://www.facebook.com/JCisnerosTX
965,https://www.twitter.com/JCisnerosTX
966,https://www.instagram.com/jcisnerostx_/
967,https://www.facebook.com/profile.php?id=1389590158
968,candidate-Ed Cabrera
969,https://www.edcabreraforsouthtexas.com/
970,https://www.facebook.com/EdCabreraforSouthTexas/
971,https://www.twitter.com/EdCabrera4SoTX
972,https://www.instagram.com/edcabreraforsouthtexas/
973,https://www.youtube.com/channel/UCcrX-xrilYHkUPJtpKnxtVQ
974,candidate-Ed Cabrera
975,https://www.edcabreraforsouthtexas.com/
976,https://www.facebook.com/EdCabreraforSouthTexas/
977,https://www.twitter.com/EdCabrera4SoTX
978,https://www.instagram.com/edcabreraforsouthtexas/
979,https://www.youtube.com/channel/UCcrX-xrilYHkUPJtpKnxtVQ
980,candidate-Steven Fowler
981,https://www.letsfightlikehell.com/
982,https://www.facebook.com/fightlikehelltx/
983,https://www.twitter.com/fightlikehelltx
984,https://www.linkedin.com/in/stevencfowler/
985,candidate-Cassy Garcia
986,https://www.cassyforcongress.com/
987,https://www.facebook.com/Cassy-Garcia-for-Congress-111701438027599
988,https://www.twitter.com/CasandraLGarcia
989,https://www.youtube.com/channel/UCRdSW4MO7Ezml0vF_1oPc9w
990,candidate-Eric Hohman
991,https://erichohman.com/
992,candidate-Rolando Rodriguez
993,https://www.rolando4congress.com/
994,https://www.facebook.com/Rolando-4-Congress-TX-US-District-28-112155894647105
995,https://www.twitter.com/Rolando4USD28
996,https://www.instagram.com/rolando4congress/
997,https://www.linkedin.com/in/rolando-rodriguez-161784227/
998,candidate-Willie Vasquez Ng
999,https://www.williefortexas.com/
1000,https://www.facebook.com/WillieForTexas
1001,https://www.twitter.com/WillieForTexas
1002,https://www.instagram.com/WillieForTexas
1003,https://www.youtube.com/channel/UCF48v5aiU2nmnpzeATOGAjA
1004,https://www.facebook.com/willie.ngjr
1005,https://www.linkedin.com/in/williengmpa/
1006,candidate-Sandra Whitten
1007,https://www.sandrafortexas.com/
1008,https://www.facebook.com/sandrafortexas
1009,https://www.twitter.com/texas_sandra
1010,https://www.instagram.com/sandrafortexas/
1011,https://www.youtube.com/channel/UC32u7WyHjO8OZn21Gfa4EKw
1012,https://www.facebook.com/slwhitten
1013,https://www.linkedin.com/in/sandra-whitten-0a3493a/
1014,candidate-Sylvia Garcia
1015,https://sylviagarcia.house.gov/
1016,https://www.facebook.com/RepSylviaGarcia/
1017,https://www.twitter.com/RepSylviaGarcia
1018,https://www.instagram.com/repsylviagarcia/
1019,https://www.youtube.com/channel/UCkDqAfUk6rg2namKW5dtQYA/featured
1020,https://www.sylviaforcongress.com/
1021,https://www.facebook.com/SylviaRGarcia
1022,https://www.linkedin.com/in/sylvia-garcia-6172b0187/
1023,candidate-Jaimy Annette Zoboulikos-Blanco
1024,https://jaimyblancoforcongress.com/
1025,https://www.facebook.com/jaimyblanco
1026,https://www.twitter.com/JaimyBlanco
1027,https://www.youtube.com/channel/UCDJ1xwTAhosNDjEjf0MdySw
1028,https://www.linkedin.com/in/jaimy-zouboulikos-blanco/
1029,candidate-Lulite Ejigu
1030,https://www.lulitefortexas.com/
1031,https://www.linkedin.com/in/lulite-ejigu-779ab834/
1032,candidate-Julio Garza
1033,candidate-Robert Schafranek
1034,candidate-Sarah Miller
1035,candidate-Barbara Mallory Caraway
1036,https://barbaramallorycarawayforcongress.org/
1037,https://www.twitter.com/BMalloryCaraway
1038,https://www.facebook.com/barbara.mallorycaraway.1
1039,https://www.linkedin.com/in/barbaramallorycaraway/
1040,candidate-Jasmine Crockett
1041,https://house.texas.gov/members/member-page/?district=100
1042,https://www.facebook.com/jasminefor100/
1043,https://www.jasmineforus.com
1044,https://www.twitter.com/JasmineForUS
1045,https://www.instagram.com/jasmineforus/
1046,https://www.youtube.com/channel/UCBYoL67diOf4u4G0x4IGW2w
1047,https://www.facebook.com/crockettlaw
1048,https://www.linkedin.com/in/jasmine-crockett-98435524/
1049,candidate-Arthur Dixon
1050,https://arthurforcongress.com/
1051,https://www.facebook.com/Arthurforcongress/
1052,https://www.twitter.com/ArthurDixonTX
1053,https://www.instagram.com/arthurdixontx/
1054,candidate-Jane Hamilton
1055,https://www.janehopehamilton.com/
1056,https://www.facebook.com/janehopetx
1057,https://www.twitter.com/JaneHopeTX
1058,https://www.instagram.com/janehopetx
1059,https://www.facebook.com/profile.php?id=100011569214869
1060,https://www.linkedin.com/in/jane-hamilton-752aa0145/
1061,candidate-Vonciel Jones Hill
1062,https://ballotpedia.org/Help:Report_an_error
1063,https://www.voncielforcongress.org/
1064,candidate-Keisha Lankford
1065,https://www.lankford4congress.com
1066,https://www.facebook.com/Lankford4Congress
1067,https://www.twitter.com/KeishaWLankford
1068,https://www.instagram.com/lankford4congress/
1069,https://www.facebook.com/keisha.williamslankford
1070,https://www.linkedin.com/in/dr-keisha-lankford-74482b69/
1071,candidate-Jessica Mason
1072,https://jessicamasonforcongress.com/
1073,https://www.facebook.com/JessicaMasonTX30/
1074,https://www.twitter.com/JessicaMasonTX
1075,https://www.instagram.com/Jessicamasontx30/
1076,https://www.youtube.com/channel/UCbKHB-3X75D4bqUINJ5qSww
1077,https://www.linkedin.com/in/jessica-mason-mpa-0a655522/
1078,candidate-Abel Mulugheta
1079,https://www.abelfortexas.com/
1080,https://www.facebook.com/abelfortexas/
1081,https://www.twitter.com/abelfortexas
1082,https://www.instagram.com/abelfortexas/
1083,https://www.youtube.com/user/amulugheta/
1084,https://www.facebook.com/abel.mulugheta
1085,https://www.linkedin.com/in/abelmulugheta/
1086,candidate-Roy Williams Jr.
1087,https://ballotpedia.org/Help:Report_an_error
1088,https://www.facebook.com/ConstableRoyWilliamsJr/
1089,https://www.facebook.com/roywmsjr
1090,https://www.twitter.com/roywmsjr
1091,https://www.linkedin.com/in/roy-williams-jr-enfp-5376ba27/
1092,candidate-Zachariah Manning
1093,http://zachariahmanning.com/
1094,https://www.twitter.com/ZachmanningTX
1095,https://www.facebook.com/zachariah.manning
1096,candidate-Lizbeth Diaz
1097,candidate-Kelvin Goodwin-Castillo
1098,https://goodwincastilloforcongress.com/
1099,https://www.twitter.com/goodwinCastillo
1100,https://www.facebook.com/profile.php?id=100076284157571
1101,candidate-James Harris
1102,candidate-Dakinya Jefferson
1103,https://www.twitter.com/for_kinya
1104,candidate-Angeigh Roc'ellerpitts
1105,candidate-James Rodgers
1106,https://jamesrodgersforcongress.com
1107,https://www.instagram.com/JamesRodgersforCongress
1108,candidate-Phil Gray
1109,https://www.facebook.com/phil.gray.1460
1110,candidate-Jonathan Hildner
1111,https://www.hildnerfortx.com/
1112,https://www.facebook.com/HildnerforTX
1113,https://www.twitter.com/HildnerforTexas
1114,https://www.instagram.com/HildnerforTexas/
1115,https://www.facebook.com/jhildner
1116,https://www.twitter.com/hildnerjonathan
1117,https://www.linkedin.com/in/jonathan-hildner/
1118,candidate-Christopher Scurry
1119,https://www.instagram.com/scurrylaw/
1120,https://www.youtube.com/channel/UCvQxmBHzAJqbUCtpPXUz95g
1121,https://www.christopherscurry.com/
1122,https://www.facebook.com/christopher.scurry.35
1123,https://www.linkedin.com/in/christopher-scurry-a1390617/
1124,candidate-John Carter
1125,https://ballotpedia.org/Help:Report_an_error
1126,https://carter.house.gov/
1127,https://www.facebook.com/judgecarter/
1128,https://www.twitter.com/JudgeCarter
1129,https://www.instagram.com/judgecarter/
1130,https://www.youtube.com/user/RepJohnCarter
1131,https://www.johncarterforcongress.com/
1132,https://www.facebook.com/JudgeJohnCarter
1133,https://www.twitter.com/JudgeJohnCarter
1134,https://www.instagram.com/johncarterforcongress/
1135,https://www.youtube.com/channel/UCJO-i9iopbo3-lxa5MEH7hQ
1136,candidate-Abhiram Garapati
1137,https://www.garapatifortexas.com/
1138,https://www.facebook.com/GarapatiForTexas
1139,https://www.twitter.com/garapati4texas
1140,https://www.instagram.com/garapatiabhiram/
1141,https://www.facebook.com/abhiramcgarapati
1142,https://www.linkedin.com/in/abhiram-garapati-58b5b2180/
1143,candidate-Mike Williams
1144,https://mikewilliams31ctx.com/
1145,https://www.youtube.com/channel/UC-v0QVtjwqcjqqQT4BJ9HhA
1146,candidate-Jason Hutson
1147,https://jasonhutsonforcongress.com/
1148,https://www.facebook.com/TheJasonHutson
1149,https://www.twitter.com/JasonWHutson
1150,candidate-Derrick Johns
1151,https://derrick4Texas.com
1152,https://www.linkedin.com/in/derrick-johns-0256173a/
1153,candidate-Colin Allred
1154,https://allred.house.gov/
1155,https://www.facebook.com/RepColinAllred/
1156,https://www.twitter.com/RepColinAllred
1157,https://www.instagram.com/repcolinallred/
1158,https://www.youtube.com/channel/UCm3l7ZntoH0EI2vIsvxeVqg
1159,https://www.colinallred.com/
1160,https://www.facebook.com/ColinAllredTX
1161,https://www.twitter.com/ColinAllredTX
1162,https://www.instagram.com/colinallred/
1163,https://www.youtube.com/channel/UCv_kTAvhdrxqypsiv7CqDgg
1164,candidate-Nathan Davis
1165,https://nathandavistx.com/
1166,https://www.facebook.com/NathanDavisTX
1167,https://www.twitter.com/NathanDavisTX
1168,https://www.instagram.com/nathandavistx/
1169,https://www.youtube.com/channel/UCvxN61HIux5Z3NnywHvXK0w
1170,https://www.facebook.com/nathan.davis.12576049
1171,candidate-Darrell Day
1172,https://www.dayfortexas.com/
1173,candidate-Brad Namdar
1174,https://www.bradnamdar.com/
1175,https://www.facebook.com/bradnamdartx/
1176,https://www.twitter.com/BradNamdar
1177,https://www.instagram.com/bradnamdarforcongress/
1178,https://www.youtube.com/channel/UCAIWhCsTyQm9b_ZoL3H4bqg
1179,candidate-Ejike Okpa
1180,https://www.okpaforcongress.com
1181,https://www.facebook.com/okpaforcongress
1182,https://www.twitter.com/okpaforcongress
1183,https://www.instagram.com/okpaforcongress
1184,https://www.facebook.com/ejike.okpa.3
1185,https://www.twitter.com/okpa
1186,https://www.linkedin.com/in/e-e-okpa-5b642121/
1187,candidate-Antonio Swad
1188,https://swadforcongress.com
1189,https://www.facebook.com/Swad-for-Congress-114888577774479
1190,https://www.twitter.com/swadforcongress
1191,https://www.instagram.com/swadforcongress/
1192,https://www.youtube.com/channel/UCbTTPz7nRrr7nSY5NRdB2iQ
1193,https://www.linkedin.com/in/antonio-swad-181b64178/
1194,candidate-Justin Webb
1195,https://webbfortexas.com/
1196,https://www.facebook.com/WebbForTexas/
1197,candidate-Montgomery Markland
1198,candidate-Ricardo Salazar
1199,candidate-Gary Slagel
1200,candidate-Nathan Bosley
1201,candidate-Marc Veasey
1202,https://veasey.house.gov/
1203,https://www.facebook.com/CongressmanMarcVeasey/
1204,https://www.twitter.com/RepVeasey
1205,https://www.instagram.com/repveasey/
1206,https://www.youtube.com/user/RepMarcVeasey
1207,https://marcveasey.com/
1208,https://www.facebook.com/MarcVeasey
1209,https://www.twitter.com/MarcVeasey
1210,https://www.instagram.com/marcveasey/
1211,https://www.facebook.com/marc.veasey.1
1212,https://www.linkedin.com/in/marc-veasey-3b2b002/
1213,candidate-Carlos Quintanilla
1214,https://quintanillaforcongress.com/
1215,https://www.facebook.com/CarlosQuintanillaforCongress/
1216,https://www.instagram.com/Carlosquintanillaofficial/
1217,https://www.facebook.com/carlos.quintanilla.90
1218,https://www.youtube.com/user/accionamerica
1219,candidate-Patrick Gillespie
1220,https://patrickgillespie4congress33.com
1221,candidate-Robert MacGlaflin
1222,https://robertmacglaflin.com/
1223,https://www.facebook.com/robert.macglaflin/
1224,https://www.linkedin.com/in/robert-j-mac-glaflin-a193bb2a/
1225,candidate-Ken Ashby
1226,candidate-Vicente Gonzalez Jr.
1227,https://gonzalez.house.gov/
1228,https://www.facebook.com/RepVicenteGonzalez
1229,https://www.twitter.com/RepGonzalez
1230,https://www.instagram.com/repvicentegonzalez/
1231,https://www.youtube.com/channel/UC5H6oYLKQ_xIXO5CG7fh4hw
1232,https://www.vicentegonzalez.com//
1233,https://www.facebook.com/votevicente
1234,candidate-Laura Cisneros
1235,https://drlauracisneros4uscongress.com/
1236,https://www.facebook.com/drlauracisneros4uscongress/
1237,https://www.instagram.com/dr.lauracisneros/
1238,candidate-Filemon Meza
1239,candidate-Beatriz Reynoso
1240,https://votebeatriz.com
1241,https://www.facebook.com/votebeatriz
1242,https://www.twitter.com/VoteBeatrizTx34
1243,https://www.instagram.com/beatrizreynosoforcongress/
1244,https://www.youtube.com/channel/UC8P4kv4Mxh34oSx0BUkM29g
1245,candidate-Osbert Rodriguez Haro III
1246,https://haroforcongress.com/
1247,https://www.facebook.com/people/Osbert-Rodriguez-Haro-III-for-Congress/100057880997866/
1248,https://www.facebook.com/osbert.harorodriguez
1249,https://www.linkedin.com/in/dr-osbert-haro-a5b60480/
1250,candidate-William Thompson
1251,https://texansforthompson.com/
1252,https://www.facebook.com/William-Thompson-for-Congress-105035352013205/
1253,candidate-Diego Zavala
1254,https://www.zavalaforcongress.com/
1255,https://www.facebook.com/DiegoZavalaforCongress
1256,https://www.instagram.com/zavalaforcongress/
1257,https://www.youtube.com/channel/UCwNnIOSjOKGEVM1LZ5tBtpA
1258,https://www.facebook.com/diego.zavala.33
1259,https://www.linkedin.com/in/diego-zavala-2a5985148/
1260,candidate-Rochelle Garza
1261,https://www.rochellegarzafortexas.com
1262,https://www.facebook.com/rochellemgarza
1263,https://www.twitter.com/RochelleMGarza
1264,https://www.instagram.com/rochellemgarza/
1265,https://www.linkedin.com/in/rochelle-mercedes-garza-1a832214/
1266,candidate-Jaime Rodriguez
1267,http://jaimerodriguezforcongress.com/
1268,https://www.facebook.com/Jaimerodriguezforcongress
1269,candidate-Ryan Trevino
1270,https://www.twitter.com/ryantrevinous
1271,candidate-Juana Cantu-Cabrera
1272,https://www.juanacantu-cabreraforcongress.com/
1273,https://www.facebook.com/Dr-Juana-Cantu-Cabrera-For-Congress-110244711503387
1274,https://www.linkedin.com/in/dr-juana-cantu-cabrera-89168b20/
1275,candidate-Mayra Flores
1276,https://www.mayrafloresforcongress.com/
1277,https://www.facebook.com/mayrafloresforcongress/
1278,https://www.twitter.com/MayraFlores2022
1279,https://www.instagram.com/mayrafloresforcongress/
1280,https://www.linkedin.com/in/mayraflores/
1281,candidate-Gregory Kunkle Jr.
1282,https://kunkleforcongress.com
1283,https://www.facebook.com/kunkleforcongress
1284,https://www.twitter.com/GregoryKunkleJr
1285,https://www.instagram.com/kunkleforcongresstx34/
1286,https://www.facebook.com/gskunkle
1287,candidate-Frank McCaffrey
1288,https://frankforcongress.net
1289,https://www.facebook.com/profile.php?id=100072122709507
1290,https://www.twitter.com/FrankCongress
1291,https://www.youtube.com/channel/UC-OaT3U5F53l8y2RyhFz7YQ
1292,https://www.facebook.com/frank.mccaffrey
1293,https://www.linkedin.com/in/frank-mccaffrey-80bb357/
1294,candidate-Larry Polsky
1295,candidate-Philip Sotelo
1296,https://www.facebook.com/PhilForCongressTX34
1297,https://www.youtube.com/channel/UCuSiYCyjxKcQtv8oWBvPXNg
1298,https://www.twitter.com/philsotelo
1299,https://www.youtube.com/channel/UCaIC71CHwDTHwgs5EWM1j7g
1300,candidate-Greg Casar
1301,https://ballotpedia.org/Help:Report_an_error
1302,https://www.casarforcongress.com/
1303,https://www.facebook.com/GregCasar/
1304,https://www.twitter.com/GregCasar
1305,https://www.instagram.com/gregcasar/
1306,https://www.youtube.com/channel/UCCCnQoFybO9cpTnXoDYLX2w
1307,candidate-Eddie Rodriguez
1308,https://house.texas.gov/members/member-page/?district=51
1309,https://www.eddiefortexas.com/
1310,https://www.facebook.com/EddieforTexas/
1311,https://www.twitter.com/EddieforTexas
1312,https://www.facebook.com/repeddie
1313,https://www.linkedin.com/in/eddie-rodriguez-95990826/
1314,candidate-Carla-Joy Sisco
1315,https://carla-joyfordistrict35.com/
1316,https://www.facebook.com/carlajoyforcongress
1317,candidate-Rebecca J. Viagran
1318,https://ballotpedia.org/Help:Report_an_error
1319,https://viagranforcongress.com/
1320,https://www.facebook.com/VoteforRebecca
